Site,Location,Ashtray,Type,Direction,Easting,Northing
"Dumbryden Drive","At bus stop opposite Dumbryden Grove",Yes,"Derby Slimline",WB,320448.63,670161
"Dumbryden Drive","At bus stop opposite police station",Yes,"Derby Slimline",NB,320500.11,670202.92
"Saughton Park","In saughton public park - entrance from Fords road",Yes,"Derby Standard Green",NB,321864.55,671868.66
"Saughton Park","On the footpath inside the park near balgreen road/ Gorgie road junction. On bridge",Yes,"Derby Standard Green",NB,322245.68,671868.1
"Bankhead Drive","At bus stop opposite Sighthill public park",Yes,Neopolitan,NB,319708.14,671459.42
"Bankhead Drive","O/so city private cab hire",Yes,"Wybone S/L",NB,319270.12,671171.14
"Saughton Road","On footpath leading to the subway",No,"Derby Standard",SB,320738.08,671169.41
"Saughton Road","Beside lamppost sel 03",Yes,"Derby Slimline",EB,320670.85,671198.47
"Parkhead Crescent","Oppisite number 44",No,Topsy,"Not Applicable",320331.48,670661.79
"Parkhead Crescent",,Yes,"Derby Standard",SB,320469.69,670739.95
"Henderson Terrace","Outside number 2 at traffic lights",Yes,Topsy,NB,323512.24,672476.85
"Henderson Terrace","At bus stop opposite number 9",Yes,"Derby Auto Slimline",WB,323564.94,672481.59
"Hailesland Road","Murrayburn green way pitch opp rear 25 Murrayburn garden s",Yes,"Derby Standard Green","Not Applicable",320314.01,670311.88
"Westburn Park","At top of footpath",No,"Half Edinburgh",NB,319568.19,669898.99
"Calder Gardens","At bus stop",Yes,"Wybone S/L",WB,319420.81,670380.46
"Ardmillan Terrace","Outside number 37 at bus stop",Yes,"Derby Auto Slimline",EB,323480.36,672352.18
"Westfield Street","Corner of Westfield street and Gorgie road",Yes,"Wybone S/l",NB,322755.41,672227.08
"Westfield Court Play Area","On footpath overlooking the playpark",Yes,"Derby Standard Green",NB,322567.28,672206.74
"Stenhouse Place East","On the footpath next to number 52 leading to the playpark",Yes,Wybone,NB,321464.5,671722.53
"Bankhead Crossway North","Opposite plumbing centre and near the takeaway van",No,Barnsley,NB,319074.08,671156
Middleknowe,"On the walkway leading to the canal",Yes,"Derby Slimline",WB,319075.01,669989.27
"Westburn Avenue","Behind scotmid shop","Not Applicable","Half Edinburgh",SB,319368.78,669797.06
"Calder Road Sr Nos 298-370","Outside tan stand",Yes,"Derby Standard",SB,320278.49,670892.88
"Saughton Mains Park","Corner of street",Yes,"Wybone S/L",EB,320618.93,671647.73
"Dalry Place","At benches just inside entrance",Yes,Wybone,NB,324066.05,673102.53
"Stevenson Drive","At corner of Whitson way and stenhouse drive",No,"Derby Standard",EB,321703.65,672031.99
"Murrayburn Road",,Yes,Topsy,"Not Applicable",320212.22,670527.62
"Dalry Road","Outside Dalry primary school beside the benches",Yes,"Wybone S/l",SB,323721.02,672770.83
"Dalry Road","Outside maplin shop beside the benches",Yes,"Wybone S/l",SB,323793.01,672860.51
"Dalry Road","Outside greggs the bakers",Yes,"Wybone S/l",SB,324055.31,673102.72
"Calder Drive","Opposite number 5 Calder drive at bus stop",Yes,"Derby Slimline",SB,319487.09,670280.14
"Bankhead Avenue","Bus stop outside Renault garage",Yes,"Derby Slimline",EB,319371.07,670772.81
"Bankhead Avenue","At bus stop opposite marko",Yes,Wybone,EB,319341.4,671302.5
"Westside Plaza","Beside shop booth",Yes,"Derby Standard",SB,319756.69,669996.34
"Westside Plaza","Front of council office",Yes,"Derby Slimline",SB,319754.6,670025.56
"Stevenson Drive","At bus stop opposite park entrance",Yes,"Derby Slimline",SB,321856.41,672137.2
"Wester Hailes Road","In curriemuir end park throught tunnel at Clovenstone drive",Yes,"Derby Standard Green",WB,320388.13,669240.19
"Dalry Road","Outside charity shop",Yes,"Wybone S/l",SB,324062.05,673123.31
"West Approach Road","Crossing next to new flats.",Yes,"Derby Standard",WB,324249.64,672944.44
"Easter Dalry Road","On the footpath at entrance to easter Dalry road",Yes,"Wybone S/l",EB,323847.38,672921.13
"Dumbryden Road","Rear 64 Dumbryden garden s",No,"Brox S/L",SB,320591.33,670406.97
