Site,Location,Ashtray,Type,Direction,Easting,Northing
"Main Street",,Yes,"Derby Slimline",WB,312602.06,674576.26
"Glasgow Road","Next to news paper and magazine recycling point. Morrisons at the Gyle",Yes,"Derby Standard",EB,317760.92,672622.68
"Cramond Village","Near entrance to prom",No,Brunel,NB,318941.73,677112.79
"Almondhill Steading",,Yes,"Derby Standard","Not Applicable",313017.06,674974.23
"Burgess Road","O/so Queensferry primary school",Yes,"Wybone S/L",WB,313023.33,678005.46
"Silverknowes Road","On cycle path cross junction",Yes,Neopolitan,NB,320942.97,675591.01
"Glasgow Road","Outside number 16",Yes,"Derby Auto Slimline",EB,319285.88,672934.62
"Promenade -Cramond","Next to constructor",Yes,Barnsley,SB,319009.09,677133.33
"East Barnton Gardens","Outside church next to lampost EAF02",Yes,"Derby Standard",WB,320510.4,675436.33
"Glasgow Road","Outside number 51",Yes,"Derby Auto Slimline",WB,319088.64,672871.75
"A8000 - Kirkliston To South Queensferry",,"Not Applicable","Not Applicable",SB,312626.37,675720.38
"Queensferry Road","Outside petrol station",Yes,Wybone,NB,322470.91,674393.34
"Main Street",,Yes,Wybone,EB,312462.42,674586.66
"Huly Hill Road","O/s Xtreme karting",Yes,"Derbt Slimline",WB,312309.55,672448.11
"Cramond Village","Next to seating area",Yes,Barnsley,SB,318918.13,677078.94
"Scotstoun Avenue",,No,"Half Edinburgh",EB,312971.95,677619.39
"Long Craig Road","At gate to Dalmeny estate",No,Neopolitan,EB,314432.82,678662.82
"Barnton Park Drive","End of footpath",No,Topsy,NB,319362.99,675018.14
"Kirklands Park Street","Sports centre car park","Not Applicable",Neopolitan,"Not Applicable",311805.77,674797.42
"Kirklands Park Street",,"Not Applicable",Neopolitan,"Not Applicable",311763.36,674782.25
"Queensferry Road","Opposite No 5 claredon crescent",Yes,"Wybone S/L",SB,324216.35,674159.55
"Main Street","Outside chip shop",Yes,"Derby Standard",EB,312505.74,674591.57
"Quality Street","Outside bank",No,"Half Edinburgh",SB,320541.71,675464.81
"Lochend Road",,Yes,"Brox S/L",EB,312652.05,673014.55
"Main Street","O/s scotmid",Yes,"Wybone S/L",EB,312627.91,674582.41
"Main Street",,Yes,"Derby Standard",EB,320814.26,675474.81
"Loch Road",,"Not Applicable","Not Applicable","Not Applicable",312860.75,678162.72
"Marine Drive","Last bin before roundabout",Yes,"Derby Standard",EB,320291.12,676999.1
"School Brae","Entrance to walkway",No,"Derby Standard",EB,318718.11,676534.99
"Burgess Road","Outside school gate",Yes,"Derby Standard",EB,313046.14,678007.11
"Main Street","Beside scotmid atm",Yes,"Derby Standard",WB,312602.94,674576.91
"Main Street",,"Not Applicable",Amberol,EB,314334.22,677421.2
"The Loan",,Yes,"Derby Standard",EB,312909.56,678258.37
"Silverknowes Road","Outside silverknowes stores",No,,SB,320788.6,675939.65
