Site,Location,Ashtray,Type,Direction,Easting,Northing
"East Fountainbridge","Opposite 38 at Bus Stop",Yes,"Derbt Slimline",WB,324880.44,673093.94
"East Fountainbridge","Opposite Kennedy Walk",Yes,"Derbt Slimline",WB,324950.29,673153.64
"Spittal Street","Outside castello italiano",Yes,Neopolitan,EB,324985.72,673285.3
"Spittal Street","Opposite  spittal street clinic",Yes,Neopolitan,WB,325002.04,673278.88
"Stafford Street","Outside number 12",Yes,Neopolitan,SB,324459.85,673605.09
"Bristo Place","Outside Hotel",Yes,"Derby Double Slimline",SB,325765.36,673209.25
"Bristo Place","At bus stop outside Charity venue",Yes,"Derby Double Slimline",SB,325782.29,673209.9
"Broughton Street","First bus stop on left going North",Yes,Topsy,NB,325895.02,674439.63
"Broughton Street","Outside number 56",Yes,Topsy,NB,325783.59,674604.91
"Broughton Street","Oustide Stafford Centre",Yes,Topsy,SB,325797.17,674610.5
"Broughton Street","Outside number 69",Yes,Topsy,SB,325854.75,674527.48
"Broughton Street","Outside number 2 THE sTREET",Yes,"Derby Double Slimline",EB,325943.55,674389.71
"Calton Road","Outside Waverly Gate rear entrance",Yes,"Derby Slimline",NB,325975.82,673976.7
Canongate,"Outside number 229",Yes,"Derby Double",EB,326295.8,673745.18
Canongate,"Outside number 271, Cranston House",Yes,"Derby Double",EB,326185.19,673715.3
Canongate,"Up from the Cannongate pub at bus stop",Yes,"Derby Double",WB,326240.74,673714.83
Canongate,"outside Whitefoord House",Yes,"Derby Double",EB,326656.3,673882.28
Canongate,"Outside number 7",Yes,"Derby Double",EB,326735.23,673922.96
Canongate,"Outside number 162, Cetic Crafts and Knitwear",Yes,"Derby Double",WB,326479.09,673797.34
Canongate,"Peoples Story Museum",Yes,"Derby Double",EB,326517.81,673820.85
Canongate,"Outside St Cuthberts Church",Yes,"Derby Double",EB,326540.41,673834.68
Canongate,"Outside Royal Mile Primary School",Yes,"Derby Double",WB,326604.31,673851.04
Canongate,"outside Jenny Ha's PH",Yes,"Derby Double",EB,326604.04,673861.82
Grassmarket,"Beside Recycling Banks",Yes,"Derby Double Slimline",WB,325379.71,673357.13
Grassmarket,"Beside Recycling Banks",Yes,"Derby Double Slimline",WB,325336.38,673339.84
Grassmarket,"At bus Stop",Yes,"Derby Double Slimline",WB,325474.58,673375.09
Grassmarket,"Last drop pub",Yes,"Derby Double Slimline",WB,325449.22,673395.35
Grassmarket,"Bus stop",Yes,"Derby Double Slimline",EB,325424.02,673375.09
Grassmarket,"At Bus Stop heading east",Yes,"Derby Double Slimline",EB,325407.53,673344.97
Grassmarket,"Opposite Dance School",Yes,"Derby Double Slimline",EB,325315.46,673315.79
Grassmarket,"On corner of Victoria Street",Yes,"Derby Double Slimline",NB,325496.97,673402.73
"Cockburn Street","Outside number 53",Yes,"Derby Slimline",NB,325842.27,673707.82
"Castle Terrace","Outside number 6 between benches",Yes,"Derby Double",EB,324840.03,673475.41
Castlehill,"Just before the Castle esplanade starts",Yes,"Derby Slimline",WB,325421.06,673512.32
"Cathedral Lane","St Marys Catheral",Yes,Neopolitan,NB,325955.16,674354.95
"Gullan's Close","Outside number 266 white horse pub",Yes,"Derby Double",WB,326187.08,673704.47
"Hanover Street","Outside Lothian Buses",Yes,Neopolitan,SB,325376.66,673931.19
"Hanover Street","Yorkshire Building Society",Yes,Neopolitan,NB,325340.53,673990.36
"Hanover Street","Outside JJB",Yes,Neopolitan,NB,325363.21,673909.02
"Hanover Street","Outside number 85",Yes,Neopolitan,NB,325328.56,674105.73
"Hanover Street","Outside number 123",Yes,Neopolitan,SB,325306.01,674183.52
"Hanover Street","Outside number 98",Yes,"Derbt Slimline",SB,325300.15,674132.98
"Hanover Street","Outside number 98",Yes,"Derbt Slimline",NB,325311.31,674091.61
"Torphichen Street","Opposite number 17",Yes,Neopolitan,EB,324338.23,673320.94
"Walker Street","Outside number 18",Yes,Neopolitan,SB,324309.16,673586.07
"Walker Street","Outside number 10",Yes,Neopolitan,SB,324343.56,673544.02
"Festival Square","Festival Square",Yes,"Wheelie Bin",NB,324758.56,673316.86
"Festival Square","In festival Square",Yes,"Wheelie Bin",NB,324735.27,673313.54
"Festival Square","All bar 1 festival square",Yes,"Wheelie Bin","Not Applicable",324744.52,673351.59
"Riego Street","Outside No. 18",Yes,"Derby Slimline",SB,324976.71,673054.76
"Leopold Place","Opposite number 11 Leopold Place",Yes,"Derby Double",WB,326249.02,674493.76
"Leopold Place","Outside number 6 Leopold Place",Yes,"Derby Double",EB,326225.06,674514.69
"Leopold Place","Outside number 15 leopold Place",Yes,"Derby Double",EB,326249.35,674513.91
"Leopold Place","At roundabout",No,Barnsley,SB,326179.3,674524.72
"North St David Street","Opposite Royal London",Yes,Neopolitan,NB,325517.24,674188.86
"Chambers Street","Outside old Dental Hospital",Yes,Neopolitan,EB,325712.87,673332.05
"Chambers Street","Bus Stop up from Museum entrance",Yes,Neopolitan,WB,325771.82,673329.98
"Chambers Street","Opposite number 16",Yes,Topsy,WB,325904.5,673378.24
"Chambers Street","Outside number 16",Yes,Neopolitan,EB,325889.46,673394.57
"Cockburn Street","Outside number 03",Yes,"Derby Double Slimline",NB,325717.56,673716.01
"Cockburn Street","Outside number 35",Yes,"Derby Slimline",NB,325798.17,673709.58
"Cockburn Street","Outside baked potato shop",Yes,"Derby Double Slimline",NB,325883.74,673668.12
"Antigua Street","Outside number 3.",Yes,"Derby Double",NB,326096.73,674488.96
"Antigua Street","Next to bench.",Yes,"Derby Double",NB,326159.34,674582.51
"Antigua Street","Outside Gurkha Brigade.",Yes,"Derby Double",NB,326112.85,674514.84
"Antigua Street","Next to bench.",Yes,"Derby Double",NB,326146.54,674560.36
"Gayfield Place","Next to bus stop.",Yes,"Derby Slimline",NB,326168.94,674614.08
"Circus Place","Bus stop",Yes,"Derby Standard",EB,324937.08,674430.84
Cowgate,"Outside Hotel on Corner of St Mary's aStreet",Yes,Brunel,NB,326187.43,673554.56
Cowgatehead,"Outside chip shop",Yes,"Derby Double",WB,325526.31,673394.71
Croft-An-Righ,"Opposite electricity Substation",Yes,Neopolitan,NB,326945.91,674116.27
"Victoria Street","Outside number 06",Yes,"Derby Double Slimline",NB,325570.63,673492.41
"Anderson's Close","Outside number 05",Yes,"Derby Double Slimline",NB,325537.2,673480.39
"Drummond Place","At east end of gardens facing London Street",Yes,"Derby Slimline",SB,325559.9,674618.04
"Dublin Street","Outside shop on corner of Drummond Place",Yes,"Derby Slimline",NB,325533.29,674542.92
"Dublin Street","Opposite Number 01",Yes,"Derby Slimline",NB,325568.86,674408.65
"Dundas Street","Outside number 95",No,"Derby Slimline",SB,325170.1,674667.12
"Dundas Street","Outside shops before Henderson Row",Yes,"Derby Standard",NB,325110.95,674812.64
"Dundas Street","Bus stop after Fettes Row",Yes,"Derby Slimline",NB,325139.58,674708.77
"Dundonald Street","On west end of gardens facing Great King Street",Yes,"Derby Standard",NB,325413.44,674558.16
"Dundonald Street","On corner of Great King Street",Yes,"Derby Standard",NB,325393.14,674557.08
"Forrest Hill","On corner of Forrest Hill",Yes,"Derby Double Slimline",NB,325702.87,673190.55
"Forrest Road","Across road from Indian t away",Yes,"Derby Double Slimline",NB,325706.83,673214.54
"Forrest Road","Outside sandy bells",Yes,"Derby Double Slimline",NB,325717.72,673200.2
"Forrest Road","Outside  subway",Yes,"Derby Double Slimline",NB,325715.99,673184.61
"Forrest Road","Outside chemist",Yes,"Derby Double Slimline",NB,325697.42,673146.04
"Forrest Road","Outside No 32, Doctors",Yes,"Derby Double Slimline",NB,325710.1,673143.91
"Frederick Street","Outside McColls",Yes,Neopolitan,NB,325151.48,673915.93
"Glenfinlas Street","Outside number 12",Yes,Neopolitan,NB,324576.33,673968.09
"Glenfinlas Street","Outside number 04",Yes,Neopolitan,NB,324585.17,673935.68
"Leith Street","At steps.",Yes,"Derby Double Slimline",SB,325956.88,674120.51
"Leith Street","Next to bus stop.",Yes,"Derby Double Slimline",SB,325984.86,674208.1
"Leith Street","Outside number 17.","Not Applicable",Amberol,SB,325917.93,674075.1
"Leith Street","Next to bus stop.",Yes,"Derby Double Slimline",NB,326007.07,674257.15
"Leith Street","Outside John Lewis.",Yes,"Derby Double Slimline",SB,325989.72,674276.37
"Leith Street","At bus stop.",Yes,"Derby Slimline",SB,325934.52,674102.42
"Leith Street","At bus stop.",Yes,Neopolitan,NB,325903.48,674077.57
"George IV Bridge","Oppesit library",Yes,"Wheelie Bin",NB,325641.38,673489.69
"George IV Bridge","Next to grey friers bobby",Yes,"Wheelie Bin",NB,325698.58,673311.48
"George IV Bridge","Next to chip shop",Yes,"Wheelie Bin",NB,325698.05,673323.51
"George IV Bridge","Outside bank scotland",Yes,"Wheelie Bin",NB,325614.58,673569.09
"George IV Bridge","Next to vittoria",Yes,"Wheelie Bin",NB,325657.57,673439.66
"Carlton Terrace Brae",,Yes,"Derby Standard",EB,326826.89,674384
"Haymarket Terrace","Outside no 10 at bus stop","Not Applicable","Derby Double",EB,323931.07,673216.79
"Drumsheugh Place","Drumsheuch place",Yes,"Not Applicable","Not Applicable",324407.77,673838.78
"Drumsheugh Place",,Yes,"Derby Standard","Not Applicable",324425.26,673824.45
Grassmarket,"Outside no 58",Yes,"Derby Double Slimline","Not Applicable",325413.46,673379.19
Grassmarket,"Bus stop",Yes,"Derby Double",EB,325390.75,673355.64
Grassmarket,"Next to phone box",Yes,"Wheelie Bin",WB,325493.67,673408.2
"Princes Street","Behind bus stop  across from great scot",Yes,"Derby Double",WB,325438.12,673883.75
"Princes Street","North of bandstand",No,"Wheelie Bin","Not Applicable",325134.31,673776.24
"Princes Street","Opposite old Waverley hotel",Yes,"Wheelie Bin",EB,325618.16,673932.41
"Princes Street","Outside Barcleys bank",Yes,"Wheelie Bin",EB,325774.77,673994.73
"Princes Street","Opp m&s",Yes,"Derby Double",WB,325505.49,673900.07
"Princes Street","Opposite m&s",Yes,"Derby Double",WB,325516.75,673901.21
"Princes Street","Bus stop",Yes,"Wheelie Bin",WB,325772.08,673980.19
"Princes Street","Outside mc donalds",Yes,"Wheelie Bin",EB,324782.47,673701.75
"Princes Street","Outside jenners",Yes,"Wheelie Bin",EB,325547.3,673923.61
"Dundas Street","Outside RBS at bus stop",Yes,Wybone,NB,325134.85,674789.55
"Dundas Street","Outside No 38",Yes,"Derby Standard",NB,325124.75,674775.37
"Dundas Street","Outside d j alexandres",Yes,"Derby Standard",NB,325194.8,674530.01
"Dundas Street","Outside no 49 paper shop",Yes,"Derby Standard",NB,325199.87,674534.26
"Dundas Street","Corner dundas St &great king st",Yes,Topsy,EB,325202.05,674522.87
"South Bridge","Outside subway",Yes,"Wheelie Bin",SB,325952.92,673603.46
"South Bridge","At junction with chamber Street",Yes,Neopolitan,SB,326002.8,673409.12
"South Bridge",,Yes,Barnsley,NB,326006.26,673395.36
"South Bridge","Outside ibis hotel",Yes,"Wheelie Bin",NB,325979.71,673464.4
"South Bridge",Outside94,Yes,"Wheelie Bin",NB,325973.29,673520.18
"South Bridge","Outside Tesco Express",Yes,Neopolitan,NB,326007.25,673395.01
"Royal Terrace","Opp side no 17",Yes,"Derby Standard",EB,326757,674384.18
"Royal Terrace","Across from crown plaza hotel",Yes,"Derby Standard",EB,326516.68,674398.95
"Baxter's Place","Down from Theatre Royal.",Yes,"Derby Double Slimline",NB,326108.75,674458.25
"Holyrood Road","Outside number 100 at bus stop",Yes,"Wybone S/l","Not Applicable",326472.75,673614.39
"Union Street","Outside number 12.",Yes,"Derby Standard",WB,326049.26,674506.69
"Victoria Street","No 5",Yes,"Derby Double",NB,325532.13,673479.23
"William Street","Outside pub",Yes,Neopolitan,WB,324384.39,673588.14
"Forrest Road","Outside Malone's pub",Yes,"Derby Double",NB,325712.54,673182.43
"Chalmers Close","Outside no65 chemist",Yes,"Derby Double",EB,326077.02,673686.06
"Douglas Crescent","On bad bend at top of steps",Yes,Neopolitan,SB,323668.68,673530.27
"Regent Road","Bus stop at bowling green",Yes,"Derby Slimline",WB,326872.41,674280.36
"Regent Road","Outside bowling club ..bus stop",Yes,"Derby Slimline",WB,326870.44,674282.06
"Cockburn Street","Oppisite malt shovel",Yes,"Derbt Slimline",NB,325752.77,673693.52
"Hanover Street","Bus stop outside mc colls",Yes,Neopolitan,SB,325371.68,673938.68
"North St Andrew Street","Outside bank of scotland",Yes,"Wheelie Bin",NB,325656.89,674127.9
"North St Andrew Street","Outside bus station",Yes,"Wheelie Bin",NB,325639.92,674205.02
"Gayfield Square","Gardens across from no 33",No,"Half Edinburgh",SB,326119.77,674637.86
"The Mound","Outside gallery",Yes,Neopolitan,NB,325376.73,673787.07
"Douglas Gardens","Outside hostel",Yes,"Derbt Slimline",SB,323859.55,673772.27
"East Market Street","Opposite no 12 arch door",Yes,"Derby Double Slimline",EB,326054.77,673798.1
"Atholl Crescent","Athoo crescent  at phone box",Yes,Wybone,"Not Applicable",324475.29,673539.23
"Atholl Crescent","Oppostie /20 at atholl crescent",Yes,"Derby Standard","Not Applicable",324351.7,673430.73
"Candlemaker Row","Next to pub greyfriars bobby",Yes,"Derby Double",NB,325671.15,673310.84
"West Bow","No 84",Yes,"Derby Double",NB,325515.78,673472.49
"Bristo Place","Adventist church",Yes,"Derby Double",SB,325763.45,673232.88
"Bristo Place",,Yes,"Derby Double Slimline",SB,325784.37,673199.46
"Bristo Place","Outside cave due vin",Yes,"Derby Double",SB,325751.81,673224.17
"North Bridge","Outside specsavers",Yes,"Wheelie Bin",SB,325933.31,673690.75
"North Bridge","Paper rack",Yes,"Wheelie Bin",NB,325867.63,673910.3
"Lothian Road","At bus on Lonthian road",Yes,Wybone,"Not Applicable",324791.18,673338.77
"Mansfield Place","Bus stop  church side",Yes,Neopolitan,SB,325734.29,674723.07
"Mansfield Place","Outside number 8",Yes,Neopolitan,NB,325707.52,674720.97
"Rose Street","Outside Nevis sport",Yes,"Derby Double",WB,325421.1,673979.01
"Rose Street","Outside tiso",Yes,"Not Applicable",WB,325045.16,673875.98
"Clifton Terrace","o/s starbucks",Yes,"Wheelie Bin",WB,324043.83,673184.41
"North Bank Street","Outside rear of bank",Yes,"Derby Double",EB,325511.35,673646.36
"Frederick Street","Outside no53",Yes,Neopolitan,NB,325113.34,674071.96
"Waverley Bridge","Next to bus tour shop",No,"Wheelie Bin","Not Applicable",325640.64,673895.51
"Great King Street","At phone box",Yes,Topsy,WB,325190.41,674510.93
"George Street","Across from nat west",Yes,"Wheelie Bin",EB,325496.26,674089.04
"George Street","Outside penhaligons corner Hanover st",Yes,"Wheelie Bin",EB,325319.16,674040.01
"York Place",,Yes,"Wheelie Bin",WB,325873.75,674356.97
"Picardy Place","Outside number 2.",Yes,"Derby Double",EB,325945.63,674389.57
"South St Andrew Street","Outside mc donalds",Yes,"Wheelie Bin",NB,325697.51,674006.19
"West Maitland Street","Outside William hill",Yes,"Not Applicable","Not Applicable",324153.33,673308.08
Canongate,"Opposite school",Yes,"Derby Double",EB,326509.85,673818.82
"Waverley Station","At North entrance to Station",Yes,"Wheelie Bin",SB,325681.25,673862.47
